NOME,ENDERECO,QUARTOS,VAGAS,CONDOMINIO,AREA,VALOR
Aluguel kit net ,Alecrim,1,0,0,55,650.0
Apartamento no Barro Vermelho - Incluso Taxas - 60m² 2Qts Suite,Barro Vermelho,2,1,0,60,1805.0
Apart pra alugar ,Nossa Senhora de Nazaré,2,0,0,0,500.0
"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:3528",Alecrim,1,0,60,35,480.0
Excelente apartamento em Candelária - Cond Roberto Chaves,Candelária,2,2,0,75,1250.0
Alugo apto. mobiliado no cond. Estrela do Atlântico,Ponta Negra,2,1,365,60,2000.0
Aluga-se Apartamento lagoa nova valor 2500 incluso IPTU E CONDOMÍNIO INFORMAÇÕES *,Lagoa Nova,3,2,0,96,2500.0
Apartamento Beira-mar,Areia Preta,2,1,0,60,2000.0
Excelente 3/4 no Tirol,Tirol,3,2,0,100,2900.0
Apartamento para alugar no Blue Ocean Ponta Negra andar alto,Ponta Negra,2,1,0,57,2200.0
Apto 2/4 em Petrópolis,Petrópolis,2,1,0,58,1800.0
1 Andar Morro Branco alugar,Nova Descoberta,2,0,750,0,0.0
"Apartamento com 2 dormitórios para alugar, 57 m² por R$ 1.650/mês - Tirol - Natal/RN",Tirol,2,1,0,57,1650.0
Alugo apartamento no condomínio residencial mirante da lagoa,Nossa Senhora da Apresentação,2,1,152,52,500.0
PR - Apartamento para locação no condomínio Veritá,Pitimbu,2,1,0,55,800.0
"Apartamento no Tirol para locação, com 92m² por R$ 2.500,00",Tirol,3,2,0,92,2500.0
"Apartamento para alugar com 2 dormitórios em Neópolis, Natal cod:10209",Neópolis,2,1,430,55,890.0
"Apartamento para Locação em Natal, Tirol, 5 dormitórios, 4 suítes, 1 banheiro, 3 vagas",Tirol,1,3,0,0,5000.0
"Apt° 65m, 2/4 + Dependencia, Sombra - Ao Lado do Praia Shopping R$1.000,00",Capim Macio,2,1,0,65,1000.0
Apartamento no Condomínio Aurea Guedes com 3 Quartos,Ponta Negra,3,2,0,67,2100.0
Kitnet ao lado do Serrambi 2 próximo ao favorito Airton Senna.,Ponta Negra,1,1,0,70,500.0
Metropolis ,Candelária,2,1,0,57,1600.0
Ponta Negra_ AP 16 andar_vista p Mar,Ponta Negra,2,1,1,54,1500.0
Alugo Apartamento mobiliado no Condomínio Estrela de Natal,Pitimbu,2,1,320,60,1500.0
Kitnet bem localizado na Principal rua do Planalto,Planalto,2,0,0,0,
3 suites no Alto da Candelária,Candelária,3,3,0,170,3500.0
Apartamento mobiliado no Petrópolis Residence,Praia do Meio,1,1,500,38,800.0
Apartamento no sun set em Neópolis relativamente próximo do favorito e av Ayrton Senna,Neópolis,2,1,0,57,1400.0
Ótimo apartamento para Locação no Tirol 4 quartos,Tirol,4,2,1,200,3100.0
Lindo apartamento com moveis o projetados próximo da br 101 em satélite Sun Tower,Pitimbu,2,1,0,57,1790.0
X - Locação apartamento 3 qts com suite na antonio basilio,Lagoa Nova,3,1,0,73,1350.0
Duna Barcane O.F.E.R.TA D.E L.O.C.A.Ç.Ã.O Ponta Negra,Ponta Negra,2,0,0,55,2501.0
"Apartamento para alugar com 1 dormitórios em Lagoa nova, Natal cod:3919",Lagoa Nova,1,1,540,66,600.0
"Apartamento de 2 quartos, com móveis planejados no Condomínio Vita Residencial Club",Pitimbu,2,1,0,49,1600.0
Aluguel - Apartamento em Ponta Negra - Açai Flat - 36m²,Ponta Negra,1,0,0,46,1803.0
Excelente apartamento com localização privilegiada no Tirol,Tirol,2,1,0,56,1600.0
"Apartamento para alugar com 2 dormitórios em Neópolis, Natal cod:11190",Ponta Negra,2,1,295,67,450.0
"Apartamento com 3 dormitórios para alugar, 105 m² por R$ 3.000/mês - Lagoa Nova - Natal/RN",Lagoa Nova,3,2,0,105,3000.0
Excelente apartamento em Ponta Negra,Ponta Negra,3,2,0,98,2200.0
"Cobertura com 4 dormitórios para alugar, 600 m² por R$ 5.000/mês - Lagoa Nova - Natal/RN",Lagoa Nova,4,4,2,600,5000.0
"Apartamento para alugar com 3 dormitórios em Capim macio, Natal cod:821297",Capim Macio,3,1,650,76,700.0
Alugo Kit net em Vila de Ponta Negra ,Ponta Negra,1,0,0,40,
"Apto jardim botanico, vebder ou alugar; neopolis natal rn",Neópolis,2,1,0,82,990.0
Privilegio Em Moradia Mobiliado ( no coração Natal ),Petrópolis,2,1,485,56,2300.0
Privilégio Em Moradia C Mobiliá Flat,Petrópolis,1,1,950,56,2250.0
Ventilação Total 3 suites + escritório + 3 vaga coberta,Lagoa Nova,3,3,850,142,2750.0
Em Candelária Próximo UFRN 2/4 sendo 1 suite,Candelária,2,1,340,56,1300.0
Apto Caminho das Dunas 2 quartos,Capim Macio,2,1,0,56,1500.0
"Magnifico Apto com 3 suítes, Alto padrão em Capim Macio no condomínio Palazzo Ponta Negra",Capim Macio,3,3,0,160,5000.0
"Aluga-se Kit-net por R$450,00",Neópolis,1,0,0,0,450.0
"Apto em Natal/Lagoa Nova, Ed LIFE,perto do Midiway, c/ 3/4 s/ 1 ste, Lazer completo",Lagoa Nova,4,2,500,84,1600.0
"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:32",Alecrim,1,0,60,45,480.0
Apto 2/4 sendo 1 suite Lagoa nova,Alecrim,2,1,450,56,950.0
Apartamento no Cond. Central Park,Neópolis,3,2,0,88,1900.0
"LMAP+1358 - (Residencial Quality, Ponta Negra)",Ponta Negra,2,1,0,0,2700.0
"Loft para alugar em Tirol, Natal cod:aliancamall",Tirol,1,0,0,20,1500.0
LCFL-0038 - Ótimo flat no Ocean View II Residence em Petrópolis.,Petrópolis,1,1,0,35,1200.0
"Excelente Apartamento Dublex no Jardins do Alto em Tirol, com 2 quartos e todo mobiliado",Tirol,2,1,0,70,3000.0
LCAP-2187 - Excelente apartamento no residencial Alto do Juruá!,Petrópolis,2,1,0,57,1500.0
Locação no Estrela do Atlântico,Ponta Negra,2,1,0,59,1850.0
LCFL-0121 - Ótimo apartamento no residencial Mangos em Ponta Negra!,Ponta Negra,1,1,0,35,1400.0
LCAP-2183 - Apartamento excelente no residencial Terramare em Ponta Negra,Ponta Negra,2,1,0,55,1350.0
LCAP-2206 - Ótimo imóvel no condomínio Alfredovolpi!,Ponta Negra,2,1,0,55,1000.0
LMAP2196 Apartamento Residencial / Capim Macio,Capim Macio,1,1,0,40,1200.0
LCAP2197 - Excelente imóvel no Kiwi Flat em Ponta Negra!,Ponta Negra,1,1,0,40,1600.0
Apartamento no Estrela do Atlântico,Ponta Negra,2,1,0,59,330000.0
Edifícil Kitty - Lagoa Nova,Lagoa Nova,2,1,0,53,1500.0
Condomínio Therramare Residencial - Ponta Negra,Ponta Negra,2,1,0,54,1350.0
Chalés Ponta Negra,Ponta Negra,4,1,0,0,750.0
Aluguéis de kit nets ,Lagoa Nova,1,0,0,0,
Apartamento mobiliado em Ponta Negra ,Ponta Negra,2,1,0,0,2000.0
Aluga-se kitnet c/ 01 quarto - bairro alecrim,Alecrim,1,0,0,21,400.0
Excelente apartamento novo com 2 quartos na melhor localização do Alecrim,Alecrim,2,0,0,0,700.0
ALUGO KITNETES DE RS 570 A RS 780,Ponta Negra,1,1,0,35,570.0
Apartamento,Cidade Alta,1,0,0,0,
Excelente Apartamento Mobiliado 2/4 no Jardins do Alto em Tirol,Tirol,2,1,0,63,3100.0
"Prédio para Locação em Natal, Lagoa Nova, 5 vagas",Lagoa Nova,1,0,0,0,19000.0
Alugo Imóveis Natal e Nova Parnamirim,Tirol,1,0,0,33,1300.0
Apartamento com 2 dormitórios para alugar por R 1.450/mês - Ponta Negra,Ponta Negra,2,0,0,52,1450.0
"Apartamento para Locação em Natal, Tirol, 2 banheiros, 1 vaga",Tirol,1,1,0,33,800.0
Apartamento com dois quartos no Tirol,Tirol,2,0,0,100,1200.0
"Apto em Tirol com 2/4 Sendo 1 Suite, 1 ° Andar, Escada, Sem Portaria",Tirol,2,0,0,50,900.0
Apartamento em Ponta Negra mobiliado,Ponta Negra,2,1,0,0,2000.0
"Apto em Tirol com 2/4 Sendo 1 Suite, 1 ° Andar, Escada, Sem Portaria",Tirol,2,1,0,50,900.0
Kitnet próximo ao Midway Mall,Lagoa Seca,1,0,0,30,600.0
Apartamento no Conde da Praia em Ponta Negra!,Ponta Negra,2,1,0,55,2000.0
"Lindo Apartamento em Lagoa Nova, 3/4 Sendo 01 Suite + Escritório, Andar Alto, Sombra",Lagoa Nova,3,2,0,98,3000.0
Seu novo endereço em Ponta Negra Vista mar.,Ponta Negra,1,1,0,0,1700.0
"Ótimo Apto no Olimpo em Capim Macio, 2/4 Sendo 01 Suite, 65m²",Capim Macio,2,1,0,65,1600.0
Fênix Antônio Basílio ,Lagoa Nova,1,0,0,0,650.0
"Apto em Tirol com 4/4 sendo 2 suites + Dep, 280m², 2 Vgs",Tirol,4,2,0,280,2800.0
Feriado em Natal/RN - PONTA NEGRA ,Ponta Negra,1,2,0,78,400.0
Aluga-se apto em Capim Macio,Capim Macio,2,1,0,56,1600.0
"Apto em Tirol com 2/4 Sendo 1 Suite, 1 ° Andar, Escada, Sem Portaria",Tirol,2,0,0,50,850.0
Kitnet 1 andar zn em condominio ,Redinha,1,1,0,0,400.0
"Apto em Condomínio Simples em Tirol com 2/4 Sendo 1 Suite, 1 ° Andar, Escada, Sem Portaria",Tirol,2,1,0,50,900.0
Apto locação Tirol ,Tirol,3,2,0,220,3200.0
Apartamento com 79 m2 - Terramaris,Ponta Negra,3,2,0,79,2200.0
Alugo Ap vista mar no Luxor,Ponta Negra,2,1,0,60,2450.0
Excelente Apartamento familiar em Capim Macio no Residencial Ville de Nice,Capim Macio,3,2,0,80,2000.0
Excelente Apartamento em Ponta negra No Cond Therramare Rua da Lagosta,Ponta Negra,2,1,0,56,1300.0
Alugo apartamento 750,Pajuçara,2,1,0,0,750.0
"Apartamento para alugar com 1 dormitórios em Ponta negra, Natal cod:AP1366",Ponta Negra,1,0,0,44,1100.0
Apartamento no Barro Vermelho - Para Locação - Todas as Taxas Inclusas,Barro Vermelho,2,1,0,60,1801.0
Alugo apartamento por diária em Ponta negra com 2 quartos ,Ponta Negra,2,1,0,70,200.0
Apartamentos HBC candelária ,Candelária,1,0,110,0,880.0
Alugo flat Mobiliados-Lagoa Nova,Lagoa Nova,1,1,0,25,1500.0
Alugo apts de 01 e 02 quartos em Cidade Alta,Cidade Alta,1,0,0,0,410.0
"Apartamento para alugar com 2 dormitórios em Petrópolis, Natal cod:8257",Petrópolis,2,1,0,56,1600.0
Alugue seu apartamento em Lagoa Nova com 3 quartos sendo 1 suíte pertinho de tudo!,Lagoa Nova,4,2,680,98,2420.0
"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:3532",Alecrim,1,0,60,35,480.0
Apartamento 3 quartos em Barro Vermelho,Barro Vermelho,3,1,0,150,1400.0
"Apto no Tirol Residence em Tirol com 58m2, 2/4 (1s) - sombra",Barro Vermelho,2,1,470,57,1900.0
"Apartamento para alugar com 3 dormitórios em Lagoa seca, Natal cod:715266",Tirol,3,1,700,114,800.0
"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:11224",Lagoa Nova,3,3,1,156,3200.0
Aluguel - Apartamento em Ponta Negra - 2/4 Suíte - 55m² - Blue Ocean - 30º Andar,Ponta Negra,2,0,0,55,2396.0
Apartamentos mobiliados para alugar,Lagoa Nova,1,1,0,20,900.0
Apartamentos mobiliados para alugar,Lagoa Nova,1,1,0,30,900.0
Alugo apto serrambi I com 2/4 suite R$730,Ponta Negra,2,1,0,58,730.0
"Alugo apartamento no Serrambi 1 , com 2/4 suite R$ 730.00",Ponta Negra,2,1,0,58,730.0
"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:11205",Lagoa Nova,3,2,1,150,1400.0
Locação - Lindo ap - 100% reformado - semi mobiliado - Lagoa Nova,Lagoa Nova,2,2,450,85,1850.0
Apartamento 2 Quartos Capim Macio..,Capim Macio,2,1,240,55,1250.0
"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821175",Dix-Sept Rosado,2,1,440,61,1008.0
"Alugo apto no condomínio Terramaris com 2/4 suite Ponta Negra R$ 1.300,00",Ponta Negra,2,1,0,58,1300.0
Aluguel - Apartamento em Ponta Negra - 2/4 Suíte - 55m² - Blue Ocean - 30º Andar,Ponta Negra,2,0,0,55,2399.0
Apt. 506 1/4 Resid. Nashville em frente ao IFRN. Pertinho da UNP e prox. ao Midway,Lagoa Nova,1,1,270,40,1490.0
AP1453 Apartamento Residencial / Lagoa Nova,Lagoa Nova,2,1,0,53,1650.0
"Alugo Flat Mobiliado, com 42m² em Petrópolis no Interatlântico",Petrópolis,1,1,0,42,1850.0
"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821188",Dix-Sept Rosado,2,1,440,61,1104.0
"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:3538",Alecrim,1,0,60,35,480.0
Apto de um quarto ,Neópolis,1,0,0,0,550.0
Alugo flat por diária em Ponta negra o da cobertura  com uma excelente vista ,Ponta Negra,1,1,0,50,150.0
Aluguel de Flets,Praia do Meio,1,0,0,39,1300.0
Alugo kit net e Apt 2/4 ,Candelária,1,0,0,20,680.0
"Apartamento para alugar com 2 dormitórios em Ponta negra, Natal cod:822242",Ponta Negra,2,1,325,55,1200.0
Planalto Apto 1/4 540  e 2/4 640 Com toda as taxas incluso,Planalto,1,1,0,40,540.0
Loft em Ponta Negra pertinho da praia.....,Ponta Negra,1,1,0,0,1700.0
Cond. Plateau Residencial,Capim Macio,2,1,0,56,800.0
"3 quartos em Ponta Negra, Natal",Ponta Negra,3,2,0,98,2000.0
"Cidade Alta, próximo ao Senac",Cidade Alta,2,1,0,0,900.0
Kitnet em Capim Macio mobiliado com todas as contas inclusas,Capim Macio,1,0,0,35,900.0
Apto Para Alugar Condomínio Monte Castelo,Barro Vermelho,3,1,0,0,1700.0
Kitnet com garagem am condomínio ,Redinha,1,1,0,0,400.0
"Apartamento para alugar com 2 dormitórios em Areia preta, Natal cod:11258",Areia Preta,2,1,800,86,1200.0
"Apartamento para alugar com 4 dormitórios em Lagoa nova, Natal cod:AA-7199",Lagoa Nova,4,3,0,0,3300.0
"Apartamento com 4 quartos para alugar, 136 m² por R 2.000/mês - Capim Macio - Natal/RN",Capim Macio,4,2,1,145,3200.0
"Apartamento para alugar com 1 dormitórios em Barro vermelho, Natal cod:195",Barro Vermelho,1,0,80,40,700.0
"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:3681",Lagoa Nova,1,0,60,40,480.0
Aluguel de apartamento ,Ponta Negra,2,2,390,65,2000.0
Apartamento em Neópolis ,Capim Macio,3,2,0,75,2200.0
"Apartamento para alugar com 2 dormitórios em Ponta negra, Natal cod:2057",Ponta Negra,2,1,0,60,1900.0
Apto c/ ar - Vila de Ponta Negra - Triplo - Diária e Mensal.,Ponta Negra,1,1,0,40,800.0
"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821184",Dix-Sept Rosado,2,1,440,61,1005.0
"Kitnet para alugar no Conjunto Pirangi, 1ª Etapa",Neópolis,1,0,0,30,500.0
Aluguel - Apartamento em Capim Macio - 3/4 Suíte - Olimpo,Capim Macio,3,0,0,70,1599.0
"Apartamento no Tirol com 280m², 03 suítes por R$3.500,00",Tirol,3,3,0,280,3500.0
"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821192",Dix-Sept Rosado,2,1,440,61,1103.0
Apartamento no Planalto Para alugar,Planalto,3,1,211,63,800.0
"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:1860",Lagoa Nova,3,2,700,98,1500.0
Procuro uma moça pra dividir um apartamento,Nossa Senhora da Apresentação,2,0,0,0,400.0
Luxo e sofisticação em Ponta Negra..,Ponta Negra,1,1,0,57,3000.0
Locação Apart,Lagoa Nova,2,1,460,70,1100.0
Apto mobiliado no TIROL aluguel,Capim Macio,3,2,0,124,
"Apartamento para alugar com 2 dormitórios em Tirol, Natal cod:5000",Tirol,2,1,420,55,1200.0
"Apartamento com 3 dormitórios para alugar, 190 m² por R$ 2.000/mês - Tirol - Natal/RN",Tirol,3,2,1,190,2000.0
Aluguel - Apartamento em Capim Macio - 3/4 Suíte - Olimpo,Capim Macio,3,0,0,70,1515.0
Lindo apartamento com vista mar no Golden tower Natal,Areia Preta,1,1,550,35,840.0
Alugo kitnet em Potilandia perto da UFRN,Lagoa Nova,1,0,0,0,500.0
"Apartamento para alugar com 3 dormitórios em Capim macio, Natal cod:1961",Capim Macio,3,1,0,97,2600.0
"Apartamento para alugar com 2 dormitórios em Capim macio, Natal cod:11050",Capim Macio,2,1,335,65,600.0
Kitnet,Areia Preta,1,0,0,28,800.0
"Flat com 1 dormitório para alugar, 15 m² por R 1.500,00/ano - Areia Preta - Natal/RN",Areia Preta,1,1,0,15,1500.0
Alugo ou vendo apart.02 Qts   480.00 aluguel com Cond. E água incluso ,Lagoa Seca,2,1,100,80,480.0
Nizário Gurgel!,Tirol,2,1,0,54,1400.0
"ALugo apto em Lagoa Nova 4 quartos mais escritorio, 3 vagas e deposito individual",Lagoa Nova,4,3,0,230,4600.0
"Apartamento 3 suítes, 120m2, petrópolis",Petrópolis,3,2,0,120,2650.0
"Apartamento com 2 Quartos para Alugar, 57 m² por R$ 1.450,00/Mês",Rocas,2,1,0,57,1450.0
"Apartamento 2/4, Tirol, prox. ao marista. R$ 1.500,00",Tirol,2,1,0,57,1500.0
"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:11000",Lagoa Nova,3,3,1,289,2100.0
Apartamento 2/4 no Residencial - Villágio Veritá Cidade Satélite,Pitimbu,2,1,0,50,720.0
Apartamento mobiliado contrato temporada,Candelária,1,1,110,25,880.0
Apartamento em lagoa nova com 3\4 todo no porcelanato com moveis projetados,Lagoa Nova,3,2,0,90,3000.0
Aluguel Condomínio Elza Chaves com Mobília,Neópolis,3,2,0,76,1690.0
Kitnet em Neópolis,Neópolis,1,0,0,30,550.0
Loft em Natal - Ponta Negra ,Ponta Negra,1,0,0,35,1500.0
"Alugo Kitnet em Felipe Camarão 1/4 300,00 Não paga água (água incluso no aluguel)",Felipe Camarão,1,0,0,0,300.0
"Kitchenette/conjugado para alugar com 1 dormitórios em Ponta negra, Natal cod:821787",Ponta Negra,1,1,0,40,1200.0
"Aluga-se Kitnet de 1/4 na Av. Itapetinga, Santarém",Potengi,1,0,0,30,400.0
"Apartamento com 3 dormitórios para alugar, 98 m² por R$ 2.500,00/mês - Capim Macio - Natal",Capim Macio,3,2,0,98,2500.0
Apartamento em Ponta Negra Cond. Eco Garden - Mobiliado ( Temporada e Anual ),Ponta Negra,2,1,0,50,1400.0
"Kitnet próximo ao Hospital da Unimed, UnP e Faculdade de Odontologia",Lagoa Nova,1,0,0,19,750.0
"Apartamento no Edifício Alfredo Volpi, 2/4, sendo uma suíte, Pitimbú, Natal/RN",Pitimbu,2,1,0,57,1000.0
Alugo kit-Net valor 550,Dix-Sept Rosado,1,0,0,35,550.0
Apartamento com 3 suites em candelária com 123 metros no Golden green,Candelária,3,2,0,123,2790.0
Apartamento no barro vermelho entre a Jaguarari e regulo Tinoco com 80 metros,Barro Vermelho,2,1,0,80,1500.0
"Açaí Flat Ponta Negra, localização Privilegiada com 1\4 todo mobiliado",Ponta Negra,1,1,0,35,1700.0
"Apartamento para alugar com 1 dormitórios em Barro vermelho, Natal cod:3520",Barro Vermelho,1,0,80,40,700.0
"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821193",Dix-Sept Rosado,2,1,440,61,1103.0
Flat,Pitimbu,1,0,0,0,700.0
"Apartamento de 1\4, sala ,cozinha, banheiro, tudo divido próximo da unp e roberto freire",Capim Macio,1,1,0,40,900.0
Oportunidade MobiliDo em lagoa nova ,Lagoa Nova,2,1,0,0,2200.0
"S0004 - Apartamento com 3 Quartos para Alugar, 118 m² por R$ 2.500/mês",Tirol,3,2,0,118,2500.0
Terramaris Ponta Negra,Ponta Negra,3,2,0,79,445000.0
locação de imóvel ,Petrópolis,1,1,0,0,
Ponta Negra Apartamento flat em ponta negra próximo da roberto freire e próximo da praia,Ponta Negra,1,0,0,30,1400.0
Alugo para réveillon,Capim Macio,2,3,0,60,2000.0
Apartº Alto de Petrópolis - 1 suite e 2 semi-suítes,Petrópolis,3,2,0,120,3650.0
"Alugo Apartamento de R$ 400,00 no Planalto",Planalto,3,1,0,40,400.0
Apartamento com ótimo espaço interno em Lagoa Nova,Lagoa Nova,3,2,0,120,1650.0
Flat imobiliado em ponta negra ,Ponta Negra,1,4,0,0,600.0
Alugam-se Kit Net em cidade satélite,Pitimbu,1,0,0,27,320.0
"Alugo Excelente Apartamento no Condomínio Residencial Poetas, Ponta Negra, Natal, RN",Ponta Negra,2,1,0,58,1700.0
"Alugo Extraordinário Apartamento no Residencial Portal Petrópolis, Petrópolis, Natal, RN",Petrópolis,3,2,0,105,3000.0
Apto 1/4 mobiliado em ponta negra ,Ponta Negra,1,1,0,40,1200.0
Sofisticação vista mar em Ponta Negra. 100% MOBILIADO V,Ponta Negra,2,1,0,0,2800.0
Locação - Apartamento 3/4 - Tirol,Tirol,3,2,0,170,2900.0
"Alugo ótimo apartamento com 3 dormitórios, todo reformado em Capim Macio! Perto de tudo!",Capim Macio,3,2,550,80,600.0
"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821189",Dix-Sept Rosado,2,1,440,61,1103.0
Apto em Ponta Negra ,Ponta Negra,2,1,0,57,1300.0
Kitnet na Av Prudente de Morais!!,Lagoa Nova,1,0,0,30,600.0
Aluguel - Apartamento em Capim Macio - 3/4 Suíte - Olimpo,Capim Macio,3,0,0,70,1510.0
Alugo apartamento 1 quarto,Pitimbu,1,1,0,0,600.0
Aluguel - Apartamento em Ponta Negra - 2/4 Suíte - 55m² - Blue Ocean - 30º Andar,Ponta Negra,2,0,0,55,2403.0
Residencial saint charbel,Capim Macio,4,2,0,108,2800.0
Flat para alugar em Natal na praia de Ponta Negra,Ponta Negra,1,1,0,35,3200.0
"Locação de apartamento projetado, more no melhor de Natal! Perto de tudo!",Pitimbu,2,1,0,60,1650.0
Aluguel - Apartamento em Ponta Negra - 2/4 Suíte - 55m² - Blue Ocean - 30º Andar,Ponta Negra,2,0,0,55,2411.0
Aluguel - Apartamento em Capim Macio - 3/4 Suíte - Olimpo,Capim Macio,3,0,0,70,1511.0
Apartamento beira mar Natal porto salinas RN Brasil Praia Areia Preta,Areia Preta,1,3,1,180,3000.0
Apto mobiliado 2/4 vista mar em Ponta negra,Ponta Negra,2,1,350,55,2100.0
Apto 3/4 vista mar em ponta negra,Ponta Negra,3,2,1,140,3000.0
Oportunidade de locação mobiliado ,Lagoa Nova,2,0,0,0,2200.0
Apartamento/Quitinet,Capim Macio,1,1,0,45,1200.0
Aluguel - Apartamento em Capim Macio - 3/4 Suíte - Olimpo,Capim Macio,3,0,0,70,1514.0
Alugo apartamento no Spazzio Beach em ponta negra,Ponta Negra,3,1,0,57,1700.0
Telas para janelas e etc. *,Nossa Senhora de Nazaré,2,0,0,0,
Alugo apartamento em Petrópolis / Natal,Petrópolis,2,1,450,60,850.0
Apartamento pra alugar Planalto,Planalto,2,1,230,50400,700.0
Alugo apartamento de 3/4 sendo 1 suite e duas vagas,Candelária,3,2,0,87,2600.0
"Apartamento para alugar com 2 dormitórios em Candelária, Natal cod:EI23000",Candelária,2,1,250,80,850.0
"Apartamento para alugar com 2 dormitórios em Capim macio, Natal cod:AA-7198",Capim Macio,2,1,430,62,1120.0
"Apartamento para alugar com 2 dormitórios em Barro vermelho, Natal cod:822260",Barro Vermelho,2,2,640,60,1100.0
Excelente flat para locação na frente do morro do careca vista mar  ,Ponta Negra,1,1,0,33,1800.0
Aluguel - Apartamento em Capim Macio - 3/4 Suíte - Olimpo,Capim Macio,3,0,0,70,1504.0
Seu 3/4 em ponta negra 100% MOBILIADO,Ponta Negra,3,2,0,0,3000.0
Aluguel - Apartamento em Capim Macio - 3/4 Suíte - Olimpo,Capim Macio,3,0,0,70,1507.0
Apartamento Petrópolis ,Petrópolis,2,1,0,60,1800.0
"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:28",Alecrim,1,0,80,30,480.0
Riverside na Redinha com 3quartos,Redinha,3,0,0,79,1250.0
"Apartamento com 3 dormitórios para alugar, 56 m² por R$ 1.400,00/mês - Lagoa Nova - Natal/",Lagoa Nova,3,2,0,56,1400.0
"Apartamento para Locação em Natal, Areia Preta, 3 dormitórios, 3 suítes, 3 vagas",Areia Preta,3,3,1,0,6700.0
alugar apto em tirol,Tirol,3,0,0,70,1500.0
"Apartamento para alugar com 2 dormitórios em Pitimbu, Natal cod:815901",Pitimbu,2,1,0,67,1800.0
"Apartamento para alugar com 2 dormitórios em Tirol, Natal cod:10505",Tirol,2,1,550,60,1600.0
(Já alugado) Apartamento 3/4 no cruz. da Av. Antônio Basílio c Jaguarari ,Lagoa Nova,3,1,200,82,800.0
Apartamento 03 Quartos Sendo 01 suíte Neópolis Natal RN,Neópolis,3,2,0,99,2300.0
Lindo apartamento mobiliado em ponta negra na roberto freire com 2\4,Ponta Negra,2,1,0,57,2000.0
Apartamento flat em ponta negra próximo da roberto freire e próximo da praia,Ponta Negra,1,0,275,30,150000.0
"Apartamento para alugar com 2 dormitórios em Alecrim, Natal cod:9005",Alecrim,2,0,70,45,580.0
"Apartamento com 1 dormitório para alugar, 48 m² por R$ 1.200,00/mês - Candelária - Natal/R",Candelária,1,1,0,48,1200.0
Apartamento para locação no Condomínio Sun Golden,Ponta Negra,2,1,0,59,1300.0
"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:3833",Alecrim,1,0,60,35,480.0
"Apartamento para alugar com 4 dormitórios em Candelária, Natal cod:EI23008",Candelária,4,3,2,270,1500.0
"Apartamento com 2 dormitórios para alugar, 58 m² - Tirol - Natal/RN - AP0514",Tirol,2,1,180,58,900.0
"Apartamento com 3 dormitórios para alugar, 90 m² por R$ 2.000,00/mês - Lagoa Nova - Natal/",Lagoa Nova,3,1,0,90,2000.0
"Apartamento para alugar com 3 dormitórios em Capim macio, Natal cod:8459",Capim Macio,3,1,650,88,650.0
Apartamento 1 quarto perto praia shopping,Ponta Negra,1,0,0,60,750.0
Apart no porcelanato vista  mar mobiliado ,Ponta Negra,2,1,0,0,
Excelente Apartamento no Central Park,Neópolis,3,2,396,76,1600.0
Capim Macio-Aptº 02 quartos-Local. Maravilhosa-Sombra-Térreo-R$ 950 Reais,Capim Macio,2,1,340,45,950.0
Oportunidade cobertura temporada ,Ponta Negra,1,0,0,0,
Vendo e alugo apartamentos no Condominio Antônia Lopez,Lagoa Nova,2,1,0,50,
"Alugo Apto.de 55m², Mobiliado, 2/4 Cond. Saint Rafael - R$ 900/mês-Lagoa Nova - Natal/RN",Lagoa Nova,2,1,500,55,900.0
Locação - Residencial Estrela do Atlântico (Ponta Negra),Ponta Negra,2,1,0,59,2000.0
Apt Oportunidade aluguel!! Condomínio Heitor Villa Lobos - Lagoa Nova 3 suítes!!,Lagoa Nova,4,2,650,140,3000.0
Kitnet para alugar em capim macio,Capim Macio,1,0,0,40,750.0
Apartamento capim macio 55 m²,Capim Macio,2,1,0,55,1900.0
Flat em Ponta Negra,Ponta Negra,1,1,0,60,750.0
"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:11251",Lagoa Nova,3,1,580,107,900.0
Flat Potengi ,Petrópolis,1,1,0,50,1800.0
"Apartamento para alugar com 3 dormitórios em Capim macio, Natal cod:7969",Capim Macio,3,1,550,75,750.0
Flat com vista mar,Praia do Meio,1,1,0,0,1200.0
Aluguel Apartamento Novo,Ponta Negra,2,1,0,57,1550.0
